student_id,focus_index,burnout_level,productivity_score,exam_score
2619,31.74,53.5,27.84,15.7
2401,31.03,32.88,44.38,24.96
2140,25.68,49.01,26.29,12.94
3240,6.7,42.4,1.0,1.0
2384,25.59,60.3,19.12,4.84
3219,19.32,15.5,19.99,13.52
3936,33.51,54.25,34.98,7.35
1286,32.34,42.98,49.68,20.53
3797,27.44,33.37,36.43,6.55
4895,38.7,36.34,48.42,24.73
4469,6.6,37.67,15.67,6.31
2088,18.59,32.01,26.4,8.87
1890,17.34,50.5,21.95,15.21
4623,36.62,27.01,67.42,39.64
1592,17.44,52.95,14.37,1.64
1347,33.87,59.28,39.1,13.78
4432,19.72,38.04,28.14,4.81
2163,28.01,60.46,45.9,24.69
2397,38.6,37.61,63.24,34.3
4769,25.21,35.17,47.98,30.79
2272,23.91,31.46,29.21,23.0
4491,32.18,57.18,36.47,19.03
3112,29.38,61.07,25.28,3.81
1138,21.13,63.54,41.02,13.7
3896,5.2,44.95,4.21,1.0
973,30.86,37.9,41.08,21.76
796,21.25,50.33,53.06,25.67
3021,24.93,64.38,43.65,10.16
1712,17.29,63.32,17.95,2.25
3388,29.08,42.86,27.13,12.59
37,24.77,48.89,29.46,11.46
454,19.92,57.88,20.35,2.76
914,32.67,37.61,53.88,37.27
4082,20.3,24.95,17.32,15.38
1200,16.53,56.53,33.77,12.05
1275,31.88,71.53,25.94,7.86
2376,30.53,23.08,47.39,36.02
38,36.67,67.15,54.7,29.22
975,31.11,32.49,35.29,18.94
3196,23.91,52.44,13.46,3.0
984,30.82,51.57,45.28,24.62
3905,32.21,57.99,36.48,11.03
4070,25.84,43.68,50.37,23.15
1419,54.26,47.94,83.2,50.83
3333,37.64,47.87,41.08,24.13
1561,15.53,60.84,11.61,1.0
40,25.83,51.44,35.68,23.11
1487,16.59,40.02,6.54,1.0
3884,37.42,32.98,41.57,26.65
170,35.02,38.42,48.42,29.39
1356,30.04,73.79,41.52,20.75
2786,22.23,46.63,25.83,10.83
3633,29.05,49.89,27.29,16.88
4749,44.17,41.28,64.61,30.47
4005,15.11,49.98,27.0,8.75
2683,16.79,50.83,26.01,2.37
4705,27.52,31.5,38.62,26.85
4026,25.72,73.87,33.7,15.78
1641,17.29,46.51,21.92,11.43
1291,29.19,40.5,19.57,18.99
1381,25.0,61.91,14.25,7.2
1934,25.15,66.33,43.16,18.79
580,19.44,43.58,20.36,1.0
4221,9.56,57.42,12.98,1.0
3161,35.19,59.38,43.29,26.89
2031,26.57,40.45,28.62,16.48
893,27.75,41.55,33.35,17.39
3952,41.16,41.89,51.66,22.42
781,24.61,43.97,39.76,19.59
160,34.98,26.44,58.79,32.6
3,27.39,34.37,45.15,18.3
2264,13.02,31.39,22.42,12.05
3217,32.87,53.2,47.32,22.93
2110,29.4,47.13,37.26,20.51
850,38.83,49.91,54.12,31.12
2738,27.57,71.85,27.48,1.36
2467,23.83,38.66,53.71,25.59
3651,28.81,73.27,45.65,19.45
1597,40.14,38.76,63.79,40.81
1777,45.56,52.85,65.17,36.2
1914,35.81,40.62,37.01,16.56
1044,37.62,35.4,72.51,30.9
4714,18.16,48.61,30.13,14.92
1545,36.15,51.62,39.14,20.66
2737,21.33,40.28,6.82,2.27
3707,14.53,51.25,2.17,1.0
4618,27.96,38.75,39.51,12.02
54,20.7,55.93,40.61,15.6
1797,21.73,44.12,24.69,14.12
1912,19.05,58.14,28.31,10.85
2307,18.24,50.1,1.0,1.0
2554,34.62,53.51,55.62,22.55
2801,38.92,56.71,42.94,16.3
4087,21.75,26.66,32.45,17.79
4128,32.25,35.02,31.89,23.16
825,35.84,38.69,53.43,33.47
4734,23.07,58.25,46.34,17.12
3179,23.6,49.88,27.32,1.53
3402,28.49,45.45,31.0,23.29
1390,38.43,37.32,48.17,39.53
3565,33.45,36.21,48.59,32.1
4877,24.36,68.0,2.28,1.0
885,48.22,46.58,59.41,35.93
3806,34.31,34.97,56.28,31.44
1608,31.04,51.32,39.67,10.36
1595,42.77,39.66,47.05,18.0
772,15.22,38.47,22.51,7.86
2612,48.59,21.39,56.41,46.44
4662,27.44,35.24,48.57,27.58
2274,22.37,58.88,30.46,8.28
1869,13.46,8.59,43.74,17.38
1086,24.95,20.05,40.74,27.22
11,19.21,48.25,24.48,11.65
3612,15.38,37.92,4.59,1.0
1326,19.78,14.89,37.83,15.27
3391,31.62,27.27,40.37,25.48
1464,18.76,72.78,28.27,1.39
807,37.16,18.48,49.67,37.82
4261,15.05,35.12,38.36,7.89
3986,22.09,68.76,14.44,4.43
3772,26.01,56.96,40.52,16.22
2109,31.19,51.23,35.12,20.48
4236,43.3,60.65,49.39,27.54
4957,36.48,41.87,54.52,36.02
2235,30.44,25.52,45.25,21.08
3212,23.75,28.9,32.82,7.89
964,18.42,43.51,28.92,16.72
3416,44.72,47.09,49.27,26.55
3754,35.19,51.54,26.71,19.13
399,37.53,36.7,45.28,33.51
2633,23.05,46.0,35.99,26.39
4852,31.19,40.11,44.42,30.76
2997,25.03,38.17,44.4,22.6
705,13.01,59.99,10.33,1.0
432,35.72,46.95,48.88,23.27
293,27.06,29.05,15.77,11.14
4868,32.71,47.18,47.13,19.18
146,26.34,40.0,34.37,13.99
4394,26.36,24.98,25.04,11.7
2034,30.83,30.18,46.6,28.03
4284,15.5,39.94,17.47,4.93
1166,38.62,24.71,40.35,25.7
3501,25.57,74.99,21.19,1.0
2051,37.71,23.58,70.46,43.89
2625,29.18,41.6,27.24,23.41
4379,26.69,57.58,43.42,20.72
340,19.73,50.06,12.67,1.31
3880,23.51,38.46,47.9,31.23
4633,27.32,42.08,19.57,10.38
2974,25.28,47.19,41.78,22.81
266,32.45,52.53,52.66,36.05
2425,13.09,44.44,17.87,1.0
1263,11.64,55.05,1.0,1.0
1772,20.58,62.03,11.6,1.0
3512,29.61,19.71,31.12,23.57
272,19.72,47.08,26.37,1.13
697,19.43,51.73,4.64,1.0
748,31.07,32.75,43.14,33.19
245,31.57,33.43,18.46,16.33
318,22.32,50.7,26.39,9.41
477,26.02,43.77,20.53,8.07
2033,32.16,37.44,38.55,17.55
958,33.2,42.34,37.18,22.82
3817,42.19,79.31,34.3,10.49
814,41.48,42.0,53.07,27.26
4533,17.61,49.14,16.59,5.66
1915,37.11,31.01,50.84,30.72
4603,30.48,62.65,15.8,4.54
3488,32.4,36.77,62.81,41.46
1298,27.99,27.96,34.69,11.09
4031,37.34,43.08,62.21,29.7
1805,29.44,51.28,21.6,1.0
759,22.07,40.46,36.34,23.37
251,28.59,45.88,36.87,14.77
2462,35.83,21.23,58.97,34.8
546,44.11,74.91,38.37,22.55
3242,33.85,62.09,32.01,12.5
739,6.82,25.35,23.4,14.78
311,41.08,25.43,81.11,39.06
3781,20.25,59.09,16.15,8.61
2942,46.54,42.79,57.52,37.45
1132,25.55,50.68,29.74,8.33
1450,35.62,30.58,61.85,38.74
4920,40.21,40.67,49.11,33.84
16,21.66,41.97,26.95,14.69
3233,22.01,36.74,43.1,19.82
2770,30.06,57.81,45.35,20.69
3469,30.79,41.27,52.31,33.68
921,20.18,54.17,26.92,6.19
3030,34.55,55.71,46.86,18.76
1373,15.14,53.54,33.07,10.83
3588,24.22,54.22,31.02,4.45
2545,31.64,22.29,44.19,33.29
3599,47.02,64.23,55.52,19.81
39,42.07,45.48,50.25,31.39
364,33.42,57.37,54.12,26.37
4102,8.94,39.68,7.3,1.0
183,31.24,55.6,27.92,16.2
3034,28.27,39.41,37.51,11.89
2984,22.74,47.71,32.79,13.95
1195,33.0,37.17,52.23,35.89
2853,17.37,66.28,6.11,1.0
4543,37.03,57.94,39.28,25.87
1122,31.62,71.98,47.22,17.61
2236,30.47,41.48,32.73,14.91
2668,34.47,57.16,51.4,27.12
3700,23.53,26.5,23.1,14.59
3224,22.97,37.36,35.2,16.47
1183,31.65,65.61,17.45,3.08
4185,19.6,66.04,14.92,1.0
4294,54.85,28.45,60.99,40.72
615,23.6,37.34,17.61,8.75
4909,25.6,37.45,41.94,14.35
1467,22.62,52.44,37.81,15.28
402,35.85,39.46,45.4,23.34
3043,48.48,53.34,51.44,16.47
935,56.65,34.52,57.5,44.63
2420,12.31,54.29,10.96,1.0
4861,51.71,23.47,68.59,47.49
4911,31.76,42.14,52.82,24.97
2642,13.79,62.42,11.45,1.0
4018,35.98,37.55,49.82,30.01
727,29.61,24.96,52.59,29.54
827,38.51,32.34,60.49,35.78
1522,21.82,30.07,29.88,14.65
4857,10.08,27.97,13.76,1.98
2931,20.84,45.08,20.57,9.47
137,17.48,59.44,15.49,1.0
3591,29.02,43.02,32.25,12.59
629,25.39,22.45,31.64,17.37
335,27.04,36.87,30.22,12.43
391,43.77,60.6,60.32,32.82
4388,37.6,59.32,36.44,19.38
4905,17.42,16.97,29.75,5.37
3833,34.92,10.55,43.38,30.93
1818,41.5,49.4,53.52,30.51
401,28.56,46.99,38.73,16.05
711,7.69,53.09,6.62,1.0
1040,26.96,47.74,23.55,7.95
3990,32.53,46.5,59.19,26.92
3360,36.14,46.55,42.49,14.54
47,27.49,43.1,29.45,7.95
1562,35.99,47.87,56.82,31.91
4800,17.59,44.22,11.83,1.0
3643,23.16,23.31,22.22,17.99
3727,31.3,28.19,51.24,29.94
4983,41.27,31.75,67.12,31.91
1113,23.51,58.63,36.03,15.16
2514,21.86,46.65,23.31,7.31
3609,19.04,60.43,39.86,14.5
1224,29.22,29.75,52.43,33.12
4061,26.76,62.98,36.33,19.18
3024,38.17,38.19,59.25,34.64
2422,24.42,49.09,31.26,14.41
1509,33.52,53.97,32.61,15.23
1751,37.27,62.04,29.5,17.89
4838,37.11,36.98,47.69,28.2
4097,21.09,43.44,20.74,2.33
1800,20.79,54.16,26.31,9.92
339,20.29,32.83,32.08,15.74
216,31.97,66.69,35.48,18.46
3664,24.83,30.54,36.78,9.1
1342,17.7,60.51,15.74,1.0
12,25.04,36.14,31.13,15.01
1521,20.08,33.92,20.67,6.46
3641,23.83,41.0,42.81,17.13
3938,34.86,64.98,38.33,16.36
4428,40.32,49.69,55.31,38.21
3005,24.0,58.97,20.06,5.26
2865,34.2,46.92,46.73,18.22
3116,19.24,50.2,32.45,13.05
4841,30.21,59.79,41.42,18.4
2323,37.03,25.11,62.54,46.89
2572,14.73,25.83,22.64,9.22
2914,19.97,60.84,22.22,1.0
102,20.22,41.9,9.18,1.0
3550,31.7,36.77,36.48,30.02
1459,34.33,32.73,31.76,17.02
172,35.54,33.16,50.18,30.72
108,38.52,42.49,40.98,20.99
4197,30.38,47.65,39.06,22.17
3570,18.52,17.25,18.79,14.12
4992,26.18,54.54,22.39,11.91
4296,10.74,66.72,30.94,8.2
4064,44.62,56.31,39.36,25.9
3862,23.2,64.4,12.1,1.0
4123,23.24,44.71,43.84,24.99
4630,18.85,31.11,21.29,10.58
61,32.9,32.52,42.01,26.34
1241,48.21,58.47,50.34,34.87
4638,28.75,46.2,46.14,20.89
1041,38.87,12.85,70.37,56.09
4188,40.46,55.83,58.41,25.36
2761,14.46,41.69,26.44,18.99
2121,15.19,50.74,1.5,1.0
1525,18.22,51.1,32.58,6.66
3522,12.43,37.53,9.51,1.0
154,31.86,36.72,32.4,12.8
2249,37.63,60.53,39.07,17.95
482,12.15,67.0,19.28,1.0
4234,10.02,60.73,15.62,1.0
4306,31.5,20.44,44.22,26.13
3579,24.72,63.28,48.02,21.51
4126,28.03,67.45,40.35,15.18
3563,18.43,66.23,5.89,1.0
3316,32.64,38.33,30.8,26.55
1763,39.2,47.26,70.14,40.49
3539,29.17,25.58,47.48,18.63
4804,31.67,45.9,51.98,25.49
751,42.75,46.14,38.33,25.38
3620,37.56,52.61,54.4,22.71
1786,21.66,36.63,28.99,13.1
4271,26.4,54.15,47.26,16.25
3384,29.23,52.66,16.53,15.77
4349,33.32,61.45,58.89,32.94
406,30.17,13.26,45.02,25.58
758,17.06,30.04,16.63,3.09
2712,34.22,46.45,10.73,1.0
2671,13.67,57.9,15.29,1.77
3984,33.1,56.73,48.96,20.81
98,43.45,44.77,61.38,34.72
1334,46.26,31.75,65.21,45.29
4452,35.24,64.58,67.79,37.09
2792,34.87,57.25,51.25,31.3
2855,41.2,35.09,28.8,21.23
187,33.31,36.68,51.83,26.96
4004,34.7,56.8,43.11,15.4
2724,20.34,52.42,29.35,3.52
3584,14.1,62.61,1.62,1.0
2059,34.65,32.08,57.9,28.55
1320,19.42,63.95,12.45,1.18
149,27.91,47.62,40.45,21.84
29,23.79,33.22,34.11,14.7
4141,22.25,48.01,26.08,9.73
4010,28.91,78.35,19.63,5.49
3364,39.48,37.37,43.92,16.69
693,25.11,68.91,24.72,4.88
2867,34.09,29.57,44.73,30.28
3777,23.32,32.22,37.86,27.55
1387,38.26,26.13,57.13,28.78
1846,16.87,50.18,23.34,11.28
4731,36.11,57.11,40.89,15.53
130,25.39,35.04,23.13,14.86
1600,29.54,33.06,56.9,33.43
3630,17.93,22.42,29.03,22.22
4504,22.96,44.99,26.17,15.39
702,24.25,10.37,39.87,29.83
3983,3.73,48.18,1.0,1.0
3029,29.29,41.88,40.78,17.05
2970,35.93,68.68,38.35,17.47
4357,26.36,60.3,15.19,3.07
1709,45.52,46.4,70.46,37.23
2954,20.11,30.69,14.64,14.69
455,19.98,58.4,18.86,11.88
2869,22.61,31.58,42.25,22.96
2041,26.89,44.59,22.14,7.82
1773,36.31,91.11,15.54,1.09
2316,30.66,54.68,19.11,8.58
610,39.78,39.98,34.62,19.71
168,31.47,46.54,47.51,30.46
731,44.96,20.14,65.48,39.46
4249,47.29,62.84,52.92,29.29
3359,23.86,46.93,32.15,19.36
2075,23.77,33.51,13.36,3.75
4040,28.58,71.86,43.46,24.51
3701,16.52,62.69,17.94,1.0
1623,22.35,38.6,24.5,2.59
588,8.43,52.61,1.0,1.0
1402,35.68,42.84,65.81,41.51
3046,40.15,36.09,56.71,39.82
3225,16.49,55.68,1.0,1.0
1701,23.87,33.07,49.7,17.78
3089,31.35,44.76,43.3,17.28
4391,34.37,41.18,51.48,22.3
2982,41.41,32.73,46.13,26.18
41,45.88,27.33,45.83,39.8
1380,39.51,43.58,39.5,22.65
2090,22.23,54.48,10.47,2.98
2176,25.13,52.45,36.94,19.48
3218,38.36,53.9,31.25,18.59
2886,29.29,58.04,20.11,5.0
75,11.17,10.42,25.38,14.5
3910,22.59,24.27,45.66,33.14
4965,49.12,47.67,45.15,20.79
2658,49.51,72.21,49.25,30.26
3181,13.11,51.39,4.53,1.0
2077,34.85,58.17,45.68,19.49
442,34.97,26.1,50.56,29.96
4052,27.5,84.69,22.91,1.0
2052,50.26,62.81,52.38,28.03
2542,38.9,45.92,52.48,19.58
3307,41.2,39.14,50.61,25.96
1302,28.56,39.23,15.78,11.56
1782,37.4,50.91,42.51,18.01
4815,26.49,22.45,29.25,17.95
3431,39.98,52.2,38.9,28.52
1305,34.66,59.74,46.77,15.24
237,13.01,64.52,1.0,1.0
2600,29.18,43.51,29.47,24.24
521,23.85,55.07,46.99,22.4
2574,30.67,37.94,31.64,10.65
3281,16.11,50.61,2.3,1.0
3187,34.21,49.93,42.77,12.92
2769,52.19,44.22,61.66,35.24
736,35.84,67.71,20.14,1.81
4704,27.21,58.13,16.35,5.69
4930,32.13,37.82,39.75,16.92
2107,25.64,22.73,47.31,25.64
2680,37.38,27.01,49.45,38.46
3230,37.59,46.67,40.43,31.52
2762,25.56,22.22,32.48,25.53
593,26.98,31.64,27.99,15.67
1304,48.53,35.88,61.26,33.74
1388,22.21,29.36,28.1,14.57
4696,21.72,53.08,37.92,13.31
4527,32.07,69.11,41.5,13.31
3948,18.5,33.19,33.03,22.37
1891,40.87,53.8,55.15,28.55
2988,30.49,48.52,55.99,28.69
4925,45.97,49.12,68.45,37.51
3298,14.6,65.22,21.41,1.01
905,12.87,38.16,10.96,1.0
4610,23.0,32.48,32.2,12.74
1280,25.29,46.93,39.07,20.83
934,25.56,14.6,32.56,17.95
4900,30.94,70.45,44.28,7.54
2309,14.12,32.58,16.62,2.98
1556,20.96,32.11,39.06,17.15
4534,22.48,29.41,36.62,19.95
3191,35.41,75.52,56.28,18.57
4442,35.03,39.24,47.49,23.01
707,12.92,58.02,23.07,1.09
4691,30.24,34.2,43.85,18.22
3071,42.18,9.36,63.62,36.31
746,40.26,59.67,49.01,14.76
3595,55.81,60.45,71.38,44.48
1940,23.77,20.91,31.91,20.81
4401,17.07,58.63,10.8,1.0
2863,36.3,57.65,33.28,16.08
3997,36.44,41.64,54.37,30.33
514,33.0,56.0,40.24,15.4
82,7.28,34.14,8.31,1.0
4977,13.75,25.5,22.19,9.09
1309,40.44,70.18,44.16,17.08
4615,23.83,17.18,50.67,25.08
915,24.79,54.56,18.73,3.25
3453,21.81,43.16,28.99,11.53
3696,34.86,64.08,40.55,19.29
4805,38.17,61.37,57.51,21.76
3157,31.56,48.96,57.55,31.03
2199,30.6,26.35,72.04,39.0
4233,17.25,58.94,31.56,12.72
775,35.7,41.22,34.56,24.81
330,38.99,56.4,25.64,10.46
2055,18.59,57.36,3.96,1.0
2002,32.73,37.14,36.86,22.1
944,33.99,48.55,26.03,19.57
823,26.83,30.57,43.26,34.22
4528,23.98,41.31,41.62,18.71
910,28.59,62.17,30.27,10.82
2517,27.07,42.82,31.51,15.64
182,44.34,14.26,48.61,35.45
165,31.38,52.82,28.54,7.85
1524,5.85,51.93,2.14,1.0
452,37.48,79.55,28.71,3.49
2539,14.68,52.14,12.39,1.0
4138,19.64,63.0,20.68,8.25
4776,25.89,22.77,38.96,22.83
1312,35.33,15.89,54.45,33.32
3150,28.81,34.84,46.42,28.65
1112,29.23,68.76,10.64,1.0
4548,39.71,51.62,60.76,30.63
4086,21.75,45.65,32.74,6.76
3490,43.86,46.93,62.27,35.08
1288,11.63,29.94,29.75,10.07
4178,25.86,50.14,36.75,14.56
4646,11.52,53.03,3.4,1.0
3681,40.11,37.29,66.05,43.73
4512,39.49,52.66,62.28,26.85
4169,33.11,27.29,41.39,24.31
3301,38.46,54.43,44.84,22.53
3311,30.1,66.95,35.95,4.85
4557,38.45,58.02,49.88,23.79
3126,21.24,54.05,20.6,7.46
328,38.89,43.49,59.31,34.78
1791,27.39,29.91,22.22,24.82
2491,30.29,52.1,45.52,21.81
2007,35.56,37.85,31.85,20.01
2008,14.49,26.58,5.74,1.0
1859,35.83,23.67,53.53,31.72
4686,43.08,38.91,48.46,34.48
313,31.28,38.63,47.86,11.72
833,16.55,62.76,8.76,1.0
3080,36.99,28.55,67.91,44.69
4718,31.56,24.54,54.47,26.99
3463,50.36,48.16,53.01,30.14
1202,31.1,28.62,52.72,22.39
4392,26.57,73.45,23.05,4.46
3548,31.39,34.53,50.76,28.47
4923,35.85,32.62,55.71,29.95
2135,20.33,52.21,27.79,13.38
3452,28.83,41.83,52.76,20.98
2210,25.49,35.13,42.77,27.48
1902,24.65,43.25,48.15,17.98
1482,46.21,57.87,58.24,28.28
778,26.26,59.39,23.34,4.39
800,31.12,68.86,21.49,13.19
3715,22.35,43.95,18.64,3.85
3943,21.38,29.81,27.42,14.17
55,29.18,37.44,42.93,26.02
2973,35.08,46.88,38.45,15.46
3336,18.56,66.49,26.52,12.33
1921,21.12,83.31,26.18,3.99
3716,21.85,60.97,14.22,1.56
4647,35.16,21.29,30.7,21.06
947,28.9,69.87,31.99,3.54
1702,44.71,42.22,61.79,38.39
3294,39.48,52.19,49.12,31.07
2162,26.14,38.23,47.07,11.89
1137,32.81,34.7,59.47,38.31
988,30.82,53.45,28.17,8.82
2550,36.51,35.64,46.47,37.65
194,36.99,38.33,44.52,28.32
3058,15.64,30.6,36.6,11.17
3247,41.83,49.81,51.69,30.98
1395,22.41,49.03,18.41,4.45
2638,18.58,80.09,10.36,3.45
769,37.02,8.8,51.01,39.56
4703,28.55,56.18,49.77,23.39
3091,36.92,35.58,49.92,29.39
3496,23.25,48.08,22.28,9.46
3216,11.58,76.53,12.15,7.62
286,39.37,33.99,55.22,30.94
4939,21.75,44.39,18.4,8.08
429,49.2,53.25,64.43,37.21
4449,16.73,50.98,6.83,1.0
2333,4.61,58.61,4.58,1.0
2718,28.72,51.15,42.24,15.6
2080,26.43,51.76,55.0,21.42
3390,31.28,55.78,29.15,10.34
723,22.69,44.93,38.6,8.86
952,33.99,62.8,23.29,1.0
4384,46.49,31.3,63.9,48.77
4367,22.74,28.63,37.59,17.04
2263,29.72,16.35,45.31,36.72
990,42.22,43.33,50.12,28.49
3213,31.83,37.47,28.83,11.57
1760,22.2,66.27,13.32,1.58
4580,25.49,56.53,21.49,3.14
327,29.63,47.3,33.44,11.87
2609,57.12,52.16,71.11,34.21
1384,20.67,30.62,24.02,14.37
1725,36.0,50.74,47.03,22.38
1087,20.01,21.15,38.62,24.86
2524,45.02,71.61,52.72,28.96
342,23.88,38.02,24.11,13.8
3702,17.9,32.85,17.23,11.5
148,25.07,56.01,26.22,18.61
689,57.82,31.61,75.27,53.86
3433,37.48,40.75,44.88,19.58
1108,7.69,59.07,8.88,1.0
849,23.27,14.09,46.01,25.62
967,26.27,55.39,33.89,13.33
4728,22.39,46.11,33.18,7.34
1493,39.33,39.92,65.32,34.66
3954,27.34,48.53,35.72,15.33
2204,43.44,46.04,58.6,37.29
2714,28.02,34.97,33.94,22.22
662,31.48,34.81,38.27,24.34
1003,27.66,52.5,43.63,22.57
63,45.86,27.85,65.02,40.11
285,19.62,58.3,33.83,9.12
2225,22.83,59.71,26.49,4.82
4707,23.37,42.98,18.96,1.0
1880,29.0,58.73,36.03,15.65
3573,29.42,7.07,59.58,34.67
4858,25.48,65.1,16.33,16.04
1204,40.81,39.84,61.18,44.96
1991,48.91,35.4,55.84,35.04
25,39.78,43.72,61.0,33.03
4853,14.22,37.53,18.42,12.93
4103,1.0,50.19,1.0,1.0
4168,34.93,35.1,42.66,24.35
763,24.31,36.55,39.01,10.38
876,38.95,39.35,54.48,35.37
4743,8.02,54.09,13.16,1.78
939,17.78,38.19,52.93,24.93
2688,52.57,41.18,75.53,46.94
3601,60.57,59.18,67.99,44.41
2395,29.64,33.48,44.08,20.78
4568,31.05,19.05,44.66,33.08
4981,22.71,39.16,23.36,10.34
4125,37.24,62.32,32.34,12.56
4565,34.95,67.66,62.27,28.7
386,17.48,30.01,19.41,4.81
3878,43.4,51.58,44.96,26.23
4371,36.18,1.0,38.14,22.4
4570,38.78,47.89,54.3,26.72
537,38.53,49.96,75.74,35.47
2292,8.34,52.12,9.84,1.0
4666,30.97,70.43,14.65,1.0
3875,44.18,51.56,55.66,27.72
937,33.52,46.37,45.84,22.77
3738,34.46,25.47,53.75,42.47
4729,18.51,34.8,34.78,13.49
2361,13.49,65.23,15.78,1.0
3508,26.04,63.24,30.62,14.95
202,29.32,34.69,44.52,29.14
3209,44.66,67.2,65.99,25.75
1333,20.07,51.43,24.97,8.37
3017,38.65,42.3,63.2,30.15
3503,9.48,58.01,6.39,1.0
2709,39.61,34.59,40.75,24.77
4022,32.21,48.55,37.31,16.29
1855,32.87,54.84,35.2,18.56
4470,41.58,42.63,43.96,24.42
2873,28.22,63.07,28.35,9.58
3031,20.06,59.51,24.86,12.91
1206,29.29,38.07,38.23,22.09
1646,21.6,38.88,28.12,7.54
3418,32.11,38.37,37.82,12.32
3477,38.58,54.57,52.89,27.51
2862,14.99,61.95,11.37,1.0
1793,14.65,36.42,32.9,12.89
3798,20.54,24.1,6.46,7.06
3369,10.6,65.98,20.49,1.0
3368,35.57,35.96,39.8,11.85
3534,40.36,38.68,47.27,15.72
3450,53.1,56.24,52.75,27.31
604,14.85,61.47,23.58,1.0
3057,25.87,55.13,37.92,12.79
4532,40.96,39.33,61.7,27.56
127,29.88,65.35,40.15,20.4
3877,48.28,30.86,77.97,48.61
2936,43.58,75.73,46.21,15.42
3532,36.63,38.36,42.54,22.95
2731,36.18,25.29,65.66,42.04
828,22.82,45.79,8.59,9.04
1640,17.88,46.85,5.07,1.1
985,33.76,54.88,50.59,20.17
3282,31.53,38.46,43.43,22.0
4972,35.11,40.36,58.52,28.54
2189,37.28,52.07,40.7,22.9
4613,13.27,71.15,4.35,1.0
2444,23.55,64.44,10.48,5.64
363,41.4,58.95,54.97,34.46
2350,17.56,41.13,17.61,5.61
346,7.48,47.51,9.74,10.03
815,25.74,39.68,22.24,5.86
3206,8.0,32.96,19.6,6.2
4161,23.07,44.1,7.02,1.03
4796,61.89,49.21,76.04,52.2
3326,38.68,38.75,59.22,40.88
4107,14.15,58.11,19.43,1.23
2117,40.65,35.17,42.28,25.24
1835,19.7,35.24,36.88,21.37
794,21.22,18.83,35.01,21.57
4947,34.87,44.23,53.42,30.26
2675,25.11,45.53,27.39,10.99
95,39.54,51.03,66.62,32.61
3757,30.36,66.1,38.78,13.41
2892,31.74,51.28,34.76,17.47
2372,48.41,36.37,49.47,33.76
4150,50.75,16.45,77.52,52.27
4433,32.76,51.0,29.52,14.89
3229,41.59,62.0,38.6,19.73
2854,28.82,62.11,29.88,5.21
2913,28.9,65.98,37.23,11.3
1866,27.78,36.91,44.87,28.6
1858,50.22,42.15,69.73,45.38
2646,25.26,53.53,25.73,8.28
2244,35.88,53.54,58.75,29.71
2337,28.63,58.48,27.85,5.32
951,28.61,61.93,13.89,12.06
3069,30.57,23.07,41.62,26.87
1121,23.53,47.16,36.1,23.33
2598,32.98,58.93,34.36,11.36
2205,36.06,46.56,50.79,22.52
420,47.87,34.02,75.12,41.84
923,42.1,34.64,50.71,28.62
1255,14.71,25.42,36.8,14.89
478,52.47,82.38,52.8,24.79
2036,29.43,19.12,53.97,32.27
1203,33.1,37.06,51.65,35.31
2627,32.41,33.27,51.04,29.32
4819,42.28,41.26,56.87,36.51
1971,30.36,50.76,32.6,17.09
3111,30.22,52.93,44.94,28.88
4019,43.38,65.48,41.65,23.62
2152,31.9,60.37,37.17,13.29
3688,28.96,64.77,18.11,5.82
1998,32.85,38.49,30.86,22.63
4034,18.37,43.35,38.72,8.04
3055,18.52,52.88,25.05,5.8
1249,39.85,19.67,68.17,39.72
2193,32.09,32.55,46.22,16.26
2713,41.88,57.39,32.89,17.35
993,27.32,43.44,36.38,19.18
2191,43.8,36.49,58.45,37.71
3763,18.72,57.3,13.26,1.0
3598,26.92,72.86,1.0,1.0
1319,18.54,41.71,28.3,9.28
1864,39.66,32.62,53.84,33.57
2344,24.84,30.94,24.72,5.09
2450,38.5,46.14,44.89,28.17
2137,49.73,31.6,62.38,39.04
1066,25.35,31.43,27.78,9.93
4961,33.29,45.22,54.1,30.1
2622,26.26,43.66,23.65,16.17
78,32.16,25.43,31.24,20.5
2899,30.99,38.11,40.05,22.97
1315,44.15,25.02,46.31,20.6
4373,22.15,39.63,25.62,7.79
873,32.77,54.18,29.19,3.41
3851,24.98,79.57,34.87,4.14
4788,10.92,65.21,15.24,1.0
2966,29.55,69.24,38.47,10.76
3392,43.28,53.46,45.19,25.48
2561,38.77,41.14,63.55,36.81
4897,29.8,62.21,30.18,7.61
2636,24.56,44.15,45.2,13.36
3531,45.65,30.62,66.88,51.19
376,20.74,30.06,33.08,10.91
1909,34.68,52.36,40.5,27.2
4333,29.17,56.43,63.82,28.39
4380,47.8,42.06,52.25,33.63
4028,31.61,35.01,31.91,16.38
1605,21.08,43.89,23.87,11.01
1119,45.31,59.13,74.29,38.32
3678,13.56,75.77,8.5,1.0
3491,34.44,61.53,29.15,1.0
4865,1.52,43.72,1.0,1.0
2959,46.73,13.85,54.57,37.57
1995,24.22,42.92,34.57,22.99
4956,9.45,33.71,23.92,21.35
4356,31.16,28.19,63.84,37.14
2377,34.29,68.5,38.46,14.25
1343,24.22,33.0,50.99,23.2
321,38.79,50.57,56.52,36.1
1620,23.8,58.56,39.67,22.82
3714,35.26,47.07,41.23,24.2
2061,36.15,48.78,55.6,30.42
2220,39.58,37.23,68.29,32.65
